user_id,website,answers,insights,market,obm,opd,ors_private,ors_public,PIOS,MMOS
12610,,yes,yes,yes,,,,,,
12614,yes,yes,yes,yes,yes,yes,,,yes,yes
12616,yes,yes,yes,yes,,,,,yes,yes
12618,yes,yes,yes,yes,,,,,yes,yes
12621,yes,yes,yes,yes,,,,,yes,yes
12623,yes,,,,,,,,yes,yes
12624,,yes,yes,yes,,,,,,
12625,yes,yes,yes,yes,yes,yes,,,yes,yes
12628,yes,yes,yes,yes,,,,,yes,yes
12631,,yes,yes,yes,,,,,,
12634,yes,yes,yes,yes,,,,,,
12638,yes,yes,yes,yes,yes,yes,,,yes,yes
12639,yes,yes,yes,yes,,,,,yes,yes
12642,yes,yes,yes,yes,yes,yes,,,yes,yes
12643,yes,yes,yes,yes,,,,,yes,yes
12647,,yes,yes,yes,,,,,,
12648,yes,yes,yes,yes,,,,,yes,yes
12650,yes,yes,yes,yes,,,,,yes,yes
12652,yes,yes,,yes,,,,,yes,yes
12654,yes,yes,yes,yes,,yes,,,yes,yes
12655,,yes,,yes,,,,,,
12657,yes,yes,yes,yes,yes,,,,,
12658,yes,,,,,,,,yes,yes
12659,yes,yes,,yes,,,,,,
12660,yes,,,,,,,,yes,yes
12661,,yes,yes,yes,,,,,,
12662,,yes,yes,yes,,,,,,
12665,,yes,,yes,,,,,,
12666,yes,yes,yes,yes,yes,,,,yes,yes
12667,,yes,yes,yes,,,,,,
12668,,yes,yes,yes,,,,,,
12669,yes,yes,yes,yes,,,,,,
12671,yes,yes,yes,yes,yes,,,,yes,
12672,yes,yes,yes,yes,yes,,,,yes,yes
12675,yes,,,,,,,,yes,yes
12676,,yes,yes,yes,,,,,,
12677,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
12679,yes,yes,yes,yes,,yes,,,yes,yes
12680,yes,yes,yes,yes,,,,,yes,yes
12683,yes,,yes,yes,,,,,yes,yes
12687,yes,yes,yes,yes,yes,,yes,yes,yes,yes
12690,yes,yes,yes,yes,,,,,yes,yes
12691,,yes,yes,yes,,,,,,
12692,,yes,yes,yes,,,,,,
12694,,yes,yes,yes,,,,,,
12695,,yes,yes,yes,,,,,,
12697,,yes,yes,yes,,,,,,
12698,yes,yes,yes,yes,,,,,,
12699,yes,,,,,,,,,
12700,,yes,yes,yes,,,,,,
12701,yes,yes,yes,yes,,,,,,
12704,,yes,yes,yes,,,,,,
12705,yes,yes,yes,yes,,,,,,
12708,,yes,yes,yes,,,,,,
12712,yes,yes,yes,yes,yes,,yes,yes,yes,yes
12713,,yes,yes,yes,,,,,,
12720,,yes,yes,yes,,,,,,
12722,,yes,yes,yes,,,,,,
12724,,yes,yes,yes,,,,,,
12725,,yes,,yes,,,,,,
12726,yes,yes,yes,yes,,,,,yes,yes
12730,,yes,yes,yes,,,,,,
12731,yes,,,,,,,,yes,yes
12733,yes,yes,yes,yes,yes,yes,,,yes,yes
12735,yes,yes,yes,yes,,,,,yes,yes
12737,yes,yes,yes,yes,yes,yes,,,yes,yes
12742,,yes,yes,yes,,,,,,
12744,yes,yes,,,,,,,yes,yes
12745,yes,yes,yes,yes,,,,,yes,yes
12747,yes,yes,yes,yes,yes,yes,,,yes,yes
12748,yes,yes,yes,yes,,,,,yes,yes
12749,yes,yes,yes,yes,yes,,,,yes,yes
12750,yes,yes,yes,yes,yes,,,,,
12753,,yes,yes,yes,,,,,,
12754,,yes,yes,yes,,,,,,
12755,yes,,,,,,,,yes,yes
12756,,yes,yes,yes,,,,,,
12757,yes,yes,yes,yes,,,,,yes,yes
12759,yes,yes,yes,yes,,,,,yes,yes
12761,yes,,,,,,,,yes,yes
12763,yes,yes,yes,yes,,,,,yes,yes
12766,,yes,yes,yes,,,,,,
12770,,yes,yes,yes,,,,,,
12771,yes,yes,yes,yes,,,,,yes,yes
12773,,yes,yes,yes,,,,,,
12775,,yes,,yes,,,,,,
12777,yes,yes,yes,yes,yes,,,yes,yes,yes
12778,yes,yes,yes,yes,,,,,,
12782,yes,yes,yes,yes,,,,,yes,yes
12783,yes,,,,,,,,yes,yes
12785,,yes,yes,yes,,,,,,
12786,yes,,,,yes,yes,,,yes,yes
12787,,yes,yes,yes,,,,,,
12790,yes,yes,yes,yes,,,,,,
12791,yes,,,,,,,,yes,yes
12792,yes,yes,,yes,,,,,yes,yes
12793,yes,yes,yes,yes,,,,,,
12794,yes,yes,yes,yes,,,,,,
12795,,yes,yes,yes,,,,,,
12796,,,,yes,,,,,,
12802,yes,,yes,yes,,,,,,
12805,yes,yes,yes,yes,yes,,yes,yes,yes,yes
12806,yes,yes,yes,yes,,,,,,
12807,yes,,,,yes,,yes,,yes,yes
12811,,yes,yes,yes,,,,,,
12813,yes,yes,yes,yes,,,,,yes,yes
12818,yes,yes,yes,yes,yes,,yes,,yes,yes
12821,yes,yes,yes,yes,,,,,yes,yes
12826,yes,,,,yes,,,,,
12828,,yes,yes,yes,,,,,,
12830,,yes,yes,yes,,,,,,
12831,,yes,yes,yes,,,,,,
12832,yes,,,,,,,,,
12836,yes,yes,yes,yes,,,yes,,,
12837,yes,yes,yes,yes,,,,,,
12839,,yes,yes,yes,,,,,,
12842,,yes,yes,yes,,,,,,
12843,yes,yes,yes,yes,,,,,yes,yes
12844,yes,,,,,,,,,
12846,yes,yes,yes,yes,,,,,yes,yes
12847,yes,yes,yes,yes,yes,,yes,yes,yes,yes
12848,yes,yes,yes,yes,,,,,yes,yes
12849,,yes,yes,yes,,,,,,
12850,yes,yes,yes,yes,,,,,yes,yes
12861,yes,,,,,,,,,
12862,yes,yes,yes,yes,,,,,yes,yes
12863,,yes,yes,yes,,,,,,
12866,,yes,yes,yes,,,,,,
12868,yes,yes,yes,yes,,,,,yes,yes
12871,yes,yes,yes,yes,yes,,,,,
12874,yes,,,,,,,,,
12876,yes,yes,yes,yes,,,,,yes,yes
12878,,yes,yes,yes,,,,,,
12881,yes,yes,yes,yes,,,,,yes,yes
12882,yes,,,,yes,,yes,yes,yes,yes
12883,yes,yes,yes,yes,,,,,,
12884,yes,yes,yes,yes,yes,,,,,
12887,yes,yes,yes,yes,,,,yes,,
12888,yes,yes,yes,yes,yes,,yes,,yes,yes
12890,yes,,,,,,,,yes,yes
12891,yes,yes,,yes,,,,,yes,yes
12892,yes,,,,,,,,yes,yes
12894,,yes,yes,yes,,,,,,
12896,,yes,yes,yes,,,,,,
12897,,yes,,yes,,,,,,
12904,yes,yes,yes,yes,,,,,,
12905,yes,yes,yes,yes,,,,,yes,yes
12906,yes,yes,yes,yes,,,,,yes,yes
12907,yes,yes,yes,yes,,,,,yes,yes
12909,yes,,,,,,,,yes,yes
12910,yes,yes,yes,yes,yes,,yes,,yes,yes
12913,,yes,yes,yes,,,,,,
12917,yes,,,,yes,,,,,
12918,yes,yes,yes,yes,yes,,,,yes,yes
12922,yes,yes,yes,yes,,,,,yes,yes
12923,yes,yes,yes,yes,yes,,,yes,yes,yes
12924,yes,,,,,,,,yes,yes
12925,,yes,,yes,,,,,,
12926,,yes,yes,yes,,,,,,
12928,,yes,yes,yes,,,,,,
12930,yes,yes,yes,yes,,,,,yes,yes
12931,yes,yes,yes,yes,,,,,yes,yes
12933,yes,yes,yes,yes,,,,,yes,yes
12934,,yes,yes,yes,,,,,,
12936,,yes,yes,yes,,,,,,
12938,yes,,,,yes,,,,yes,yes
12940,,yes,yes,yes,,,,,,
12941,yes,yes,yes,yes,,,,,yes,yes
12943,,yes,yes,yes,,,,,,
12945,,yes,yes,yes,,,,,,
12946,yes,,,,,,,,yes,yes
12947,,yes,yes,yes,,,,,,
12950,yes,yes,yes,yes,yes,yes,,,yes,yes
12952,yes,yes,yes,yes,,,,,,
12953,yes,yes,,yes,,,,,yes,yes
12954,yes,yes,yes,yes,yes,,yes,yes,,
12956,yes,yes,yes,yes,,,,,yes,yes
12957,,yes,,yes,,,,,,
12960,,yes,yes,yes,,,,,,
12961,yes,yes,yes,yes,,,,,yes,yes
12963,yes,yes,yes,yes,,,,,yes,yes
12964,,yes,,,,,,,,
12966,,yes,yes,yes,,,,,,
12970,,yes,yes,yes,,,,,,
12971,yes,yes,yes,yes,yes,,yes,,,
12977,yes,yes,yes,yes,,,,,yes,yes
12978,,yes,yes,yes,,,,,,
12984,yes,,,,yes,,,,,
12993,yes,yes,yes,yes,,,,,yes,yes
12996,yes,,,,,,,,yes,yes
12997,yes,yes,yes,yes,yes,,yes,,yes,yes
13001,,yes,yes,yes,,,,,,
13004,yes,yes,yes,yes,,,,,yes,yes
13005,yes,yes,yes,yes,,,,,yes,yes
13008,yes,yes,yes,yes,,,,,yes,yes
13009,yes,yes,yes,yes,yes,,,,yes,yes
13012,yes,yes,yes,yes,,,,,,
13013,yes,,,,,,,,yes,yes
13014,yes,yes,yes,yes,yes,,,,,
13017,yes,yes,yes,yes,yes,,yes,,yes,yes
13018,,yes,,yes,,,,,,
13019,yes,yes,yes,yes,,,,,,
13020,yes,yes,yes,yes,,,yes,yes,,
13022,,yes,yes,yes,,,,,,
13023,,yes,yes,yes,,,,,,
13024,yes,yes,yes,yes,,,,,yes,yes
13025,yes,,,,,,,,yes,yes
13026,yes,,,,yes,,,,,
13027,yes,yes,yes,yes,,,,,yes,yes
13028,yes,yes,yes,yes,,,,,,
13029,yes,yes,yes,yes,,,,,yes,yes
13030,,yes,yes,yes,,,,,,
13031,yes,yes,yes,yes,yes,yes,yes,,yes,yes
13032,yes,,yes,,,,,,yes,yes
13035,yes,yes,yes,yes,,,,,yes,yes
13041,,yes,yes,yes,,,,,,
13042,yes,yes,yes,yes,yes,,,,yes,yes
13043,yes,yes,yes,yes,,,,,yes,yes
13044,yes,yes,yes,yes,,,,,yes,yes
13045,yes,yes,yes,yes,yes,,,,yes,yes
13046,yes,yes,yes,yes,,,,,yes,yes
13047,yes,yes,yes,yes,,,,,yes,yes
13048,yes,yes,yes,yes,,,,,yes,yes
13049,yes,yes,yes,yes,,,,,,
13051,yes,,yes,yes,yes,,,,,
13053,yes,yes,yes,yes,yes,,yes,,yes,yes
13054,yes,yes,yes,yes,yes,,yes,yes,yes,yes
13057,yes,yes,yes,yes,,,,,yes,yes
13058,,yes,yes,yes,,,,,,
13060,yes,yes,yes,yes,,yes,,,yes,yes
13061,yes,yes,yes,yes,yes,,,,,
13062,yes,yes,,yes,,,,,yes,yes
13063,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
13064,yes,yes,yes,yes,,,,,,
13067,yes,yes,yes,yes,,,,,yes,yes
13068,yes,yes,yes,yes,,,,,,
13070,,yes,,yes,,,,,,
13071,,yes,,,,,,,,
13072,,yes,yes,,,,,,,
13073,,yes,yes,yes,,,,,,
13077,,yes,yes,yes,,,,,,
13078,yes,yes,yes,yes,,yes,,,yes,yes
13081,yes,yes,yes,yes,,,,,yes,yes
13082,yes,,yes,yes,,,,,yes,yes
13083,,yes,,,,,,,,
13084,,yes,yes,yes,,,,,,
13086,yes,,,yes,,,,,yes,yes
13087,yes,yes,yes,yes,,,,,yes,yes
13089,yes,yes,yes,yes,,,,,yes,yes
13095,yes,yes,yes,yes,,,,,,
13096,yes,,,,,,,,,
13097,yes,yes,yes,yes,,,,,yes,yes
13098,,yes,yes,yes,,,,,,
13099,yes,yes,yes,yes,yes,,yes,yes,,
13102,yes,,yes,yes,yes,,,yes,yes,yes
13104,yes,,,,,,,,yes,yes
13105,yes,,,,,,,,,
13106,yes,yes,yes,yes,,yes,,,yes,yes
13107,yes,yes,yes,yes,,,,,,
13108,yes,yes,yes,yes,,,,,,
13110,,yes,yes,yes,,,,,,
13112,yes,yes,yes,yes,,,,,,
13115,yes,,,,yes,,yes,yes,yes,yes
13116,,yes,yes,yes,,,,,,
13117,yes,yes,yes,yes,yes,,yes,yes,yes,yes
13119,,yes,yes,yes,,,,,,
13120,yes,yes,yes,yes,yes,,yes,yes,,
13121,yes,yes,yes,yes,,,yes,yes,yes,yes
13123,yes,,yes,yes,,,,,yes,yes
13124,yes,yes,yes,yes,,,,,yes,yes
13125,yes,yes,yes,yes,,,,,yes,yes
13126,yes,,,,yes,,,,,
13128,yes,,,,,,,,,
13130,yes,yes,yes,yes,,yes,,,yes,yes
13134,yes,yes,yes,yes,,,,,,
13135,yes,,,yes,yes,,,,yes,yes
13139,yes,yes,yes,yes,,,,,,
13140,yes,,,,yes,,,,,
13141,yes,yes,yes,yes,yes,,,,yes,yes
13142,yes,yes,yes,yes,,,,,,
13144,yes,yes,yes,yes,yes,yes,,,yes,yes
13145,yes,yes,yes,yes,,,,,yes,yes
13146,,yes,yes,,,,,,,
13150,yes,yes,,yes,,,,,yes,yes
13151,yes,,,,yes,,,,,
13152,yes,yes,yes,yes,,,,,,
13153,,yes,yes,yes,,,,,,
13156,,yes,yes,yes,,,,,,
13157,,yes,yes,yes,,,,,,
13158,yes,yes,yes,yes,yes,,yes,,yes,yes
13159,yes,,,,yes,,,,,
13160,yes,yes,yes,yes,yes,,,,yes,yes
13161,yes,,yes,,yes,,,,yes,yes
13162,,yes,yes,yes,,,,,,
13165,yes,,,,,,,,,
13166,yes,yes,yes,yes,,,,,yes,yes
13167,yes,yes,yes,yes,,,,,,
13169,yes,yes,yes,yes,yes,,yes,yes,yes,yes
13170,,yes,yes,yes,,,,,,
13173,yes,,,,,,,,yes,yes
13174,yes,,,,,,,,,
13177,yes,yes,yes,yes,,,,,,
13178,,yes,yes,yes,,,,,,
13180,yes,yes,yes,yes,,,,,yes,yes
13181,yes,yes,yes,yes,,,,,,
13183,yes,yes,yes,yes,,,,,yes,yes
13185,,yes,yes,yes,,,,,,
13186,yes,yes,yes,yes,,,,,yes,yes
13188,yes,yes,yes,yes,,,,,yes,yes
13189,yes,,,,yes,yes,,,,
13190,yes,yes,yes,yes,,yes,,,yes,yes
13191,yes,,,,yes,yes,,,yes,yes
13192,,yes,,yes,,,,,,
13193,yes,yes,yes,yes,,,,,yes,yes
13195,yes,yes,yes,yes,,,,,yes,yes
13196,,yes,yes,yes,,,,,,
13198,yes,yes,yes,yes,yes,,yes,yes,,
13200,yes,yes,yes,yes,,,,,yes,yes
13201,yes,yes,yes,yes,,,,,,
13204,yes,yes,yes,yes,,,,,yes,yes
13205,yes,yes,yes,yes,,,,yes,yes,yes
13206,yes,yes,yes,yes,,,,,yes,yes
13207,yes,yes,yes,yes,yes,,,,,
13208,yes,yes,yes,yes,yes,yes,,,,
13209,yes,yes,,yes,,,,,,
13210,yes,yes,yes,yes,yes,,yes,,yes,yes
13213,,yes,yes,yes,,,,,,
13215,yes,yes,yes,yes,yes,,yes,,yes,yes
13217,yes,,,,yes,,,,,
13219,yes,,yes,,,,,,,
13222,,yes,yes,yes,,,,,,
13223,yes,yes,yes,yes,,,,,yes,yes
13224,yes,,,,,,,,yes,yes
13230,,yes,yes,yes,,,,,,
13231,yes,yes,yes,yes,yes,yes,,,yes,yes
13232,yes,yes,yes,yes,,,,,yes,yes
13234,,yes,yes,yes,,,,,,
13235,yes,yes,yes,yes,yes,,,,yes,yes
13237,yes,yes,yes,yes,yes,yes,,,,
13238,,yes,yes,yes,,,,,,
13241,yes,yes,yes,yes,,,,,yes,yes
13243,yes,yes,yes,yes,,yes,,,yes,yes
13244,yes,yes,yes,yes,yes,,yes,,,
13248,yes,yes,yes,yes,,,,,yes,yes
13249,,yes,,yes,,,,,,
13250,,yes,yes,yes,,,,,,
13252,yes,yes,yes,yes,,,,,yes,yes
13254,yes,yes,yes,yes,,,,,yes,yes
13256,yes,yes,yes,yes,,,,,yes,
13257,yes,yes,yes,yes,,,,,yes,yes
13258,,yes,yes,,,,,,,
13259,yes,yes,yes,yes,,,,,,
13260,,yes,yes,yes,,,,,,
13262,,yes,yes,yes,,,,,,
13266,yes,yes,,yes,,,,,,
13267,,yes,yes,yes,,,,,,
13269,yes,yes,yes,yes,yes,,yes,,yes,yes
13270,yes,yes,yes,yes,,,yes,yes,,
13271,yes,yes,yes,yes,,,,,yes,yes
13272,,yes,yes,yes,,,,,,
13273,yes,,,,yes,,,,,
13274,,yes,yes,yes,,,,,,
13275,,yes,yes,yes,,,,,,
13276,yes,yes,yes,yes,,,,,yes,yes
13277,yes,,,,,,,,yes,yes
13278,yes,yes,yes,yes,,,,,,
13286,,yes,yes,yes,,,,,,
13287,yes,yes,yes,yes,,,,,yes,yes
13289,yes,yes,,yes,yes,yes,yes,yes,yes,yes
13290,,yes,yes,yes,,,,,,
13291,yes,yes,yes,yes,,,,,,
13293,,yes,yes,yes,,,,,,
13296,yes,yes,yes,yes,yes,yes,yes,,yes,yes
13298,yes,yes,yes,yes,yes,,yes,,yes,yes
13299,yes,yes,yes,yes,yes,,yes,,yes,yes
13300,,yes,,yes,,,,,,
13301,yes,yes,yes,yes,yes,yes,,,yes,yes
13303,yes,yes,yes,yes,,,,,yes,yes
13304,,yes,yes,yes,,,,,,
13305,yes,,,,,,,,,
13308,yes,yes,yes,yes,,,,,yes,yes
13311,,yes,yes,yes,,,,,,
13315,,yes,yes,yes,,,,,,
13317,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
13323,,yes,yes,yes,,,,,,
13324,yes,yes,yes,yes,,yes,,,yes,yes
13328,yes,yes,yes,yes,,,,,,
13329,,yes,yes,yes,,,,,,
13330,yes,yes,yes,yes,,,,,yes,yes
13331,,yes,yes,yes,,,,,,
13332,,yes,yes,yes,,,,,,
13334,,yes,yes,yes,,,,,,
13335,,yes,yes,yes,,,,,,
13336,yes,,,,yes,,,,,
13338,yes,yes,yes,yes,yes,,yes,,yes,yes
13339,,yes,yes,yes,,,,,,
13341,,yes,yes,yes,,,,,,
13342,,yes,yes,yes,,,,,,
13343,,yes,yes,yes,,,,,,
13345,,yes,yes,yes,,,,,,
13346,yes,yes,yes,yes,yes,,yes,yes,yes,yes
13347,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
13348,yes,yes,yes,yes,,,,,,
13349,yes,yes,yes,yes,,,,,yes,yes
13351,yes,yes,yes,yes,,,,,yes,yes
13352,yes,yes,yes,yes,,,,,,
13353,yes,,,,yes,,,,,
13357,yes,yes,,yes,,,,,,
13360,,yes,yes,yes,,,,,,
13362,yes,yes,yes,yes,,,,,,
13365,,yes,yes,yes,,,,,,
13366,yes,,,,yes,,yes,yes,yes,yes
13368,yes,,,,yes,yes,,,yes,yes
13369,,yes,yes,yes,,,,,,
13370,yes,,,,yes,,yes,yes,,
13371,yes,yes,yes,yes,,,,,yes,yes
13372,yes,yes,yes,yes,,,,,,
13373,,yes,,yes,,,,,,
13374,yes,yes,yes,yes,,,,,yes,yes
13377,yes,yes,yes,yes,,,,,yes,yes
13380,yes,yes,yes,yes,yes,yes,,,yes,yes
13382,yes,yes,yes,yes,,,,,yes,yes
13385,yes,yes,yes,yes,,,,,yes,yes
13386,yes,yes,yes,yes,,,,,yes,yes
13387,yes,yes,yes,yes,,,,,,
13394,,yes,yes,yes,,,,,,
13397,yes,yes,yes,yes,,,,,yes,yes
13398,yes,yes,yes,yes,,,,,,
13399,,yes,yes,yes,,,,,,
13404,yes,,,yes,,yes,,,yes,yes
13405,yes,yes,yes,yes,,,,,yes,yes
13408,,yes,yes,yes,,,,,,
13410,yes,yes,yes,yes,,,,,yes,yes
13412,yes,yes,yes,yes,yes,,yes,,yes,yes
13413,yes,,,yes,,,,,yes,yes
13416,yes,yes,yes,yes,yes,,yes,yes,yes,yes
13420,yes,yes,,yes,,,,,yes,yes
13421,yes,yes,yes,yes,,,,,,
13422,,yes,yes,yes,,,,,,
13423,,yes,yes,yes,,,,,,
13424,,yes,yes,yes,,,,,,
13426,yes,yes,yes,yes,,,,,,
13427,yes,yes,yes,yes,,,,,yes,yes
13429,,yes,yes,yes,,,,,,
13431,yes,yes,yes,yes,,,,,yes,yes
13433,yes,yes,yes,yes,,,,,yes,yes
13435,yes,yes,yes,yes,,,,,yes,yes
13437,yes,yes,yes,yes,,,,,yes,yes
13441,,yes,yes,yes,,,,,,
13443,yes,,,,,,,,yes,yes
13445,yes,yes,yes,yes,,,,,yes,yes
13447,,yes,yes,yes,,,,,,
13448,yes,yes,yes,yes,,,,,yes,yes
13449,yes,yes,yes,yes,,,,,yes,yes
13451,yes,yes,yes,yes,,yes,,,yes,yes
13452,yes,,,,,,,,yes,yes
13453,yes,yes,yes,yes,,,,,yes,yes
13455,yes,yes,yes,yes,,yes,,,yes,yes
13456,yes,yes,yes,yes,,,,,yes,yes
13460,yes,,yes,yes,,,,,,
13462,yes,yes,yes,yes,,,,,yes,yes
13468,,yes,yes,yes,,,,,,
13469,yes,yes,yes,yes,,,,,yes,yes
13472,yes,yes,yes,yes,,,,,yes,yes
13474,,yes,yes,yes,,,,,,
13480,yes,yes,yes,yes,,,,,yes,yes
13483,,yes,yes,yes,,,,,,
13486,yes,yes,yes,yes,,,,,yes,yes
13488,,yes,yes,yes,,,,,,
13491,,yes,yes,yes,,,,,,
13493,,yes,yes,yes,,,,,,
13496,,yes,yes,yes,,,,,,
13499,,yes,yes,yes,,,,,,
13501,,yes,yes,yes,,,,,,
13503,yes,yes,yes,yes,yes,,yes,,yes,yes
13504,,yes,yes,yes,,,,,,
13505,yes,yes,yes,yes,,,,,yes,yes
13507,,yes,yes,yes,,,,,,
13508,yes,yes,yes,yes,,,,,yes,yes
13509,yes,yes,yes,yes,,,,,,
13510,,yes,yes,yes,,,,,,
13511,,yes,,yes,,,,,,
13515,yes,yes,yes,yes,,,,,yes,yes
13517,yes,,,,yes,,,,,
13519,,yes,yes,yes,,,,,,
13520,yes,,,,yes,,,,,
13523,yes,yes,yes,yes,,,,,yes,yes
13524,,yes,yes,yes,,,,,,
13525,yes,yes,,yes,,,,,,
13526,,yes,yes,yes,,,,,,
13527,yes,yes,yes,yes,,,,,yes,yes
13529,yes,yes,yes,yes,,,,,yes,yes
13533,yes,yes,yes,yes,,,,,yes,yes
13534,yes,yes,yes,yes,yes,,yes,yes,,
13535,,yes,yes,yes,,,,,,
13539,yes,yes,yes,yes,,,,,yes,yes
13540,yes,yes,yes,yes,,,,,yes,yes
13541,yes,yes,yes,yes,,,,,yes,yes
13544,,yes,yes,yes,,,,,,
13548,,yes,yes,yes,,,,,,
13549,yes,yes,yes,yes,,,,,yes,yes
13551,yes,,,,yes,,,,,
13552,yes,,,,yes,,,,yes,yes
13554,yes,yes,yes,yes,,,,,yes,yes
13555,yes,yes,yes,yes,,,,,yes,yes
13560,yes,yes,yes,yes,,,,,yes,yes
13561,,yes,yes,yes,,,,,,
13563,,yes,yes,yes,,,,,,
13564,yes,yes,yes,yes,,,,,yes,yes
13568,yes,yes,yes,yes,,,,,yes,yes
13569,,yes,yes,yes,,,,,,
13574,yes,,,,yes,,,,,
13576,yes,,,,,,,,yes,yes
13577,yes,,,,,,,,,
13579,yes,,,,,,,,yes,yes
13582,yes,yes,yes,yes,,,,,yes,yes
13584,yes,,,,,,,,yes,yes
13585,yes,yes,yes,yes,,,,,yes,yes
13587,yes,yes,yes,yes,,,,,yes,yes
13589,yes,,,,,,,,,
13590,,yes,yes,yes,,,,,,
13591,,yes,yes,yes,,,,,,
13594,yes,,,,yes,,,,,
13595,,yes,yes,yes,,,,,,
13596,,,,yes,,,,,,
13597,yes,yes,yes,yes,yes,,,,,
13599,yes,yes,yes,yes,,,,,yes,yes
13602,yes,yes,yes,yes,yes,,,,yes,yes
13603,yes,yes,yes,,yes,,,,yes,yes
13604,,yes,yes,yes,,,,,,
13605,yes,yes,yes,yes,,,,,yes,yes
13607,,yes,yes,,,,,,,
13608,,yes,yes,yes,,,,,,
13609,yes,yes,yes,yes,,,,,,
13612,yes,,,,yes,,,,yes,yes
13614,,yes,yes,yes,,,,,,
13615,,yes,yes,yes,,,,,,
13616,yes,yes,yes,yes,,,,,,
13617,,yes,yes,yes,yes,yes,yes,yes,yes,yes
13618,,yes,yes,yes,,,,,,
13619,,yes,yes,yes,,,,,,
13621,yes,yes,yes,yes,,,,,,
13625,yes,yes,yes,yes,yes,yes,,,yes,yes
13628,yes,yes,yes,yes,yes,,yes,yes,yes,yes
13629,yes,yes,yes,yes,yes,,yes,,yes,yes
13632,yes,yes,yes,yes,yes,,yes,,,
13633,,yes,yes,yes,,,,,,
13634,yes,yes,yes,yes,,,,,,
13637,yes,yes,yes,yes,,,,,yes,yes
13638,yes,yes,yes,yes,,,,,yes,yes
13639,yes,,,,yes,,,,,
13640,yes,,,,yes,,yes,yes,yes,yes
13641,yes,,,,yes,,yes,yes,yes,yes
13642,yes,,,,yes,,yes,yes,,
13643,yes,yes,yes,yes,yes,,yes,yes,yes,yes
13644,yes,,,,yes,,yes,yes,yes,yes
13645,yes,,,,yes,,yes,yes,yes,yes
13646,yes,,,,yes,,yes,yes,yes,yes
13647,yes,,,,yes,,yes,yes,yes,yes
13648,yes,,,,yes,,yes,yes,yes,yes
13649,yes,,,,yes,,yes,yes,yes,yes
13650,yes,,,,yes,,yes,yes,yes,yes
13651,yes,,,,yes,,yes,yes,yes,yes
13652,yes,,,,yes,,yes,yes,yes,yes
13653,yes,,,,yes,,yes,yes,yes,yes
13654,yes,,,,yes,,yes,yes,yes,yes
13655,yes,,,,yes,,yes,yes,yes,yes
13656,yes,,,,yes,,yes,yes,yes,yes
13657,yes,,,,yes,,yes,yes,yes,yes
13658,yes,,,,yes,,yes,yes,yes,yes
13659,yes,,,,yes,,yes,yes,yes,yes
13660,yes,,,,yes,,yes,yes,yes,yes
13661,yes,,,,yes,,yes,yes,yes,yes
13662,yes,,,,yes,,yes,yes,yes,yes
13663,yes,,,,yes,,yes,yes,yes,yes
13664,yes,,,,yes,,yes,yes,yes,yes
13665,yes,,,,,,yes,yes,yes,yes
13666,yes,,,,,,,yes,yes,yes
13667,yes,,,,,,yes,,yes,yes
13668,yes,yes,yes,yes,yes,,,,yes,yes
13670,yes,yes,yes,yes,,,,,yes,yes
13671,yes,yes,yes,yes,,,,,yes,yes
13673,yes,yes,yes,yes,,yes,,,yes,yes
13676,,yes,yes,yes,,,,,,
13678,,yes,yes,yes,,,,,,
13680,,yes,yes,yes,,,,,,
13682,yes,yes,yes,,yes,yes,,,yes,yes
13684,yes,,,,,,,,yes,yes
13686,,yes,yes,yes,,,,,,
13687,yes,yes,yes,yes,yes,,,,yes,yes
13688,yes,yes,yes,yes,yes,,yes,,yes,yes
13689,yes,,,,,,,,yes,yes
13690,yes,yes,yes,yes,,,,,yes,yes
13693,yes,,,,,,,,yes,yes
13694,,yes,yes,yes,,,,,,
13695,yes,yes,yes,yes,,yes,,,yes,yes
13696,yes,yes,yes,yes,,,,,yes,yes
13697,,yes,yes,yes,,,,,,
13698,,yes,,yes,,,,,,
13701,,yes,yes,yes,,,,,,
13702,yes,yes,yes,yes,,,,,yes,yes
13703,yes,yes,yes,yes,,,,,yes,yes
13704,yes,yes,yes,yes,,,,,yes,yes
13705,yes,yes,yes,yes,,,,,yes,yes
13707,yes,yes,yes,yes,,,,,yes,yes
13708,yes,yes,yes,yes,,,,,,
13710,yes,yes,yes,yes,,,,,,
13711,yes,yes,yes,yes,,,,,yes,yes
13713,,,,yes,,,,,,
13714,yes,yes,yes,yes,,,,,,
13717,,,yes,yes,,,,,,
13718,,yes,,yes,,,,,,
13721,,yes,yes,yes,,,,,,
13726,,yes,,yes,,,,,,
13728,,yes,,yes,,,,,,
13729,yes,yes,yes,yes,,,,,yes,yes
13735,,yes,yes,yes,,,,,,
13736,,yes,yes,yes,,,,,,
13737,yes,yes,yes,yes,yes,,yes,,yes,yes
13739,yes,yes,yes,yes,,,,,yes,yes
13740,yes,yes,yes,yes,,yes,,,yes,yes
13741,,yes,yes,yes,,,,,,
13742,yes,yes,yes,yes,,,,,yes,yes
13744,yes,yes,yes,yes,,,,,,
13745,,yes,yes,yes,,,,,,
13753,yes,yes,yes,yes,yes,,yes,yes,yes,yes
